Survived,Age,Pclass_1,Pclass_2,Pclass_3,Sex_female,Sex_male
0,22.0,False,False,True,False,True
1,38.0,True,False,False,True,False
1,26.0,False,False,True,True,False
1,35.0,True,False,False,True,False
0,35.0,False,False,True,False,True
0,54.0,True,False,False,False,True
0,2.0,False,False,True,False,True
1,27.0,False,False,True,True,False
1,14.0,False,True,False,True,False
1,4.0,False,False,True,True,False
1,58.0,True,False,False,True,False
0,20.0,False,False,True,False,True
0,39.0,False,False,True,False,True
0,14.0,False,False,True,True,False
1,55.0,False,True,False,True,False
0,2.0,False,False,True,False,True
0,31.0,False,False,True,True,False
0,35.0,False,True,False,False,True
1,34.0,False,True,False,False,True
1,15.0,False,False,True,True,False
1,28.0,True,False,False,False,True
0,8.0,False,False,True,True,False
1,38.0,False,False,True,True,False
0,19.0,True,False,False,False,True
0,40.0,True,False,False,False,True
0,66.0,False,True,False,False,True
0,28.0,True,False,False,False,True
0,42.0,True,False,False,False,True
0,21.0,False,False,True,False,True
0,18.0,False,False,True,True,False
1,14.0,False,False,True,True,False
0,40.0,False,False,True,True,False
0,27.0,False,True,False,True,False
1,3.0,False,True,False,True,False
1,19.0,False,False,True,True,False
0,18.0,False,False,True,True,False
0,7.0,False,False,True,False,True
0,21.0,False,False,True,False,True
1,49.0,True,False,False,True,False
1,29.0,False,True,False,True,False
0,65.0,True,False,False,False,True
1,21.0,False,True,False,True,False
0,28.5,False,False,True,False,True
1,5.0,False,True,False,True,False
0,11.0,False,False,True,False,True
0,22.0,False,False,True,False,True
1,38.0,True,False,False,True,False
0,45.0,True,False,False,False,True
0,4.0,False,False,True,False,True
1,29.0,False,True,False,True,False
0,19.0,False,False,True,False,True
1,17.0,False,False,True,True,False
0,26.0,False,False,True,False,True
0,32.0,False,True,False,False,True
0,16.0,False,False,True,True,False
0,21.0,False,True,False,False,True
0,26.0,False,False,True,False,True
1,32.0,False,False,True,False,True
0,25.0,False,False,True,False,True
1,0.83,False,True,False,False,True
1,30.0,False,False,True,True,False
0,22.0,False,False,True,False,True
1,29.0,False,False,True,False,True
0,28.0,True,False,False,False,True
1,17.0,False,True,False,True,False
1,33.0,False,False,True,True,False
0,16.0,False,False,True,False,True
1,23.0,True,False,False,True,False
0,24.0,False,False,True,False,True
0,29.0,False,False,True,False,True
0,20.0,False,False,True,False,True
0,46.0,True,False,False,False,True
0,26.0,False,False,True,False,True
0,59.0,False,False,True,False,True
0,71.0,True,False,False,False,True
1,23.0,True,False,False,False,True
1,34.0,False,True,False,True,False
0,34.0,False,True,False,False,True
0,28.0,False,False,True,True,False
0,21.0,True,False,False,False,True
0,33.0,False,False,True,False,True
0,37.0,False,False,True,False,True
0,28.0,False,False,True,False,True
1,21.0,False,False,True,True,False
0,38.0,False,False,True,False,True
0,47.0,True,False,False,False,True
0,14.5,False,False,True,True,False
0,22.0,False,False,True,False,True
0,20.0,False,False,True,True,False
0,17.0,False,False,True,True,False
0,21.0,False,False,True,False,True
0,70.5,False,False,True,False,True
0,29.0,False,True,False,False,True
0,24.0,True,False,False,False,True
0,2.0,False,False,True,True,False
0,21.0,False,True,False,False,True
0,32.5,False,True,False,False,True
1,32.5,False,True,False,True,False
0,54.0,True,False,False,False,True
1,12.0,False,False,True,False,True
1,24.0,False,False,True,False,True
0,45.0,False,False,True,False,True
0,33.0,False,False,True,False,True
0,20.0,False,False,True,False,True
0,47.0,False,False,True,True,False
1,29.0,False,True,False,True,False
0,25.0,False,True,False,False,True
0,23.0,False,True,False,False,True
1,19.0,True,False,False,True,False
0,37.0,True,False,False,False,True
0,16.0,False,False,True,False,True
0,24.0,True,False,False,False,True
1,22.0,False,False,True,True,False
1,24.0,False,False,True,True,False
0,19.0,False,False,True,False,True
0,18.0,False,True,False,False,True
0,19.0,False,True,False,False,True
1,27.0,False,False,True,False,True
0,9.0,False,False,True,True,False
0,36.5,False,True,False,False,True
0,42.0,False,True,False,False,True
0,51.0,False,True,False,False,True
1,22.0,True,False,False,True,False
0,55.5,False,False,True,False,True
0,40.5,False,False,True,False,True
0,51.0,True,False,False,False,True
1,16.0,False,False,True,True,False
0,30.0,False,False,True,False,True
0,44.0,False,False,True,False,True
1,40.0,False,True,False,True,False
0,26.0,False,False,True,False,True
0,17.0,False,False,True,False,True
0,1.0,False,False,True,False,True
1,9.0,False,False,True,False,True
0,45.0,False,False,True,True,False
0,28.0,False,False,True,False,True
0,61.0,True,False,False,False,True
0,4.0,False,False,True,False,True
1,1.0,False,False,True,True,False
0,21.0,False,False,True,False,True
0,56.0,True,False,False,False,True
0,18.0,False,False,True,False,True
0,50.0,True,False,False,True,False
0,30.0,False,True,False,False,True
0,36.0,False,False,True,False,True
0,9.0,False,False,True,False,True
1,1.0,False,True,False,False,True
1,4.0,False,False,True,True,False
1,45.0,True,False,False,False,True
0,40.0,False,False,True,False,True
0,36.0,False,False,True,False,True
1,32.0,False,True,False,True,False
0,19.0,False,True,False,False,True
1,19.0,False,False,True,True,False
1,3.0,False,True,False,False,True
1,44.0,True,False,False,True,False
1,58.0,True,False,False,True,False
0,42.0,False,False,True,False,True
0,24.0,False,True,False,True,False
0,28.0,False,False,True,False,True
0,34.0,False,False,True,False,True
0,45.5,False,False,True,False,True
1,18.0,False,False,True,False,True
0,2.0,False,False,True,True,False
0,32.0,False,False,True,False,True
1,26.0,False,False,True,False,True
1,16.0,False,False,True,True,False
1,40.0,True,False,False,False,True
0,24.0,False,False,True,False,True
1,35.0,False,True,False,True,False
0,22.0,False,False,True,False,True
0,30.0,False,True,False,False,True
1,31.0,True,False,False,True,False
1,27.0,False,False,True,True,False
0,42.0,False,True,False,False,True
1,32.0,True,False,False,True,False
0,30.0,False,True,False,False,True
1,16.0,False,False,True,False,True
0,27.0,False,True,False,False,True
0,51.0,False,False,True,False,True
1,38.0,True,False,False,False,True
0,22.0,False,False,True,False,True
1,19.0,False,True,False,False,True
0,20.5,False,False,True,False,True
0,18.0,False,True,False,False,True
1,35.0,True,False,False,True,False
0,29.0,False,False,True,False,True
0,59.0,False,True,False,False,True
1,5.0,False,False,True,True,False
0,24.0,False,True,False,False,True
0,44.0,False,True,False,False,True
1,8.0,False,True,False,True,False
0,19.0,False,True,False,False,True
0,33.0,False,True,False,False,True
0,29.0,False,True,False,False,True
0,22.0,False,False,True,False,True
0,30.0,False,False,True,False,True
0,44.0,True,False,False,False,True
0,25.0,False,False,True,True,False
1,24.0,False,True,False,True,False
1,37.0,True,False,False,False,True
0,54.0,False,True,False,False,True
0,29.0,False,False,True,True,False
0,62.0,True,False,False,False,True
0,30.0,False,False,True,False,True
0,41.0,False,False,True,True,False
1,29.0,False,False,True,True,False
1,30.0,True,False,False,True,False
1,35.0,True,False,False,True,False
1,50.0,False,True,False,True,False
1,3.0,False,False,True,False,True
0,52.0,True,False,False,False,True
0,40.0,True,False,False,False,True
0,36.0,False,True,False,False,True
0,16.0,False,False,True,False,True
1,25.0,False,False,True,False,True
1,58.0,True,False,False,True,False
1,35.0,True,False,False,True,False
1,25.0,False,False,True,False,True
1,41.0,False,True,False,True,False
0,37.0,True,False,False,False,True
1,63.0,True,False,False,True,False
0,45.0,False,False,True,True,False
0,7.0,False,False,True,False,True
1,35.0,False,False,True,True,False
0,65.0,False,False,True,False,True
0,28.0,False,False,True,False,True
0,16.0,False,False,True,False,True
1,19.0,False,False,True,False,True
0,33.0,False,False,True,False,True
1,30.0,False,False,True,False,True
0,22.0,False,False,True,False,True
1,42.0,False,True,False,False,True
1,22.0,False,False,True,True,False
1,26.0,True,False,False,True,False
1,19.0,True,False,False,True,False
0,36.0,False,True,False,False,True
0,24.0,False,False,True,True,False
0,24.0,False,False,True,False,True
0,23.5,False,False,True,False,True
0,2.0,True,False,False,True,False
1,50.0,True,False,False,True,False
0,19.0,False,False,True,False,True
1,0.92,True,False,False,False,True
1,17.0,True,False,False,True,False
0,30.0,False,True,False,False,True
1,30.0,True,False,False,True,False
1,24.0,True,False,False,True,False
1,18.0,True,False,False,True,False
0,26.0,False,True,False,True,False
0,28.0,False,False,True,False,True
0,43.0,False,True,False,False,True
1,26.0,False,False,True,True,False
1,24.0,False,True,False,True,False
0,54.0,False,True,False,False,True
1,31.0,True,False,False,True,False
1,40.0,True,False,False,True,False
0,22.0,False,False,True,False,True
0,27.0,False,False,True,False,True
1,30.0,False,True,False,True,False
1,22.0,False,True,False,True,False
1,36.0,True,False,False,True,False
0,61.0,False,False,True,False,True
1,36.0,False,True,False,True,False
1,31.0,False,False,True,True,False
1,16.0,True,False,False,True,False
0,45.5,True,False,False,False,True
0,38.0,True,False,False,False,True
0,16.0,False,False,True,False,True
0,29.0,True,False,False,False,True
1,41.0,True,False,False,True,False
1,45.0,False,False,True,False,True
0,45.0,True,False,False,False,True
1,2.0,False,True,False,False,True
1,24.0,True,False,False,True,False
0,28.0,False,True,False,False,True
0,25.0,False,True,False,False,True
0,36.0,False,True,False,False,True
1,24.0,False,True,False,True,False
1,40.0,False,True,False,True,False
1,3.0,False,False,True,False,True
0,42.0,False,False,True,False,True
0,23.0,False,False,True,False,True
0,15.0,False,False,True,False,True
0,25.0,False,False,True,False,True
0,28.0,False,False,True,False,True
1,22.0,True,False,False,True,False
0,38.0,False,True,False,True,False
0,40.0,False,False,True,False,True
0,29.0,False,True,False,False,True
0,45.0,False,False,True,True,False
0,35.0,False,False,True,False,True
0,30.0,False,False,True,False,True
1,60.0,True,False,False,True,False
1,24.0,True,False,False,True,False
1,25.0,True,False,False,False,True
0,18.0,False,False,True,False,True
0,19.0,False,False,True,False,True
0,22.0,True,False,False,False,True
0,3.0,False,False,True,True,False
1,22.0,False,False,True,True,False
0,27.0,True,False,False,False,True
0,20.0,False,False,True,False,True
0,19.0,False,False,True,False,True
1,42.0,True,False,False,True,False
1,1.0,False,False,True,True,False
0,32.0,False,False,True,False,True
1,35.0,True,False,False,True,False
0,18.0,False,True,False,False,True
0,1.0,False,False,True,False,True
1,36.0,False,True,False,True,False
1,17.0,False,True,False,True,False
1,36.0,True,False,False,False,True
1,21.0,False,False,True,False,True
0,28.0,False,False,True,False,True
1,23.0,True,False,False,True,False
1,24.0,False,False,True,True,False
0,22.0,False,False,True,False,True
0,31.0,False,False,True,True,False
0,46.0,False,True,False,False,True
0,23.0,False,True,False,False,True
1,28.0,False,True,False,True,False
1,39.0,False,False,True,False,True
0,26.0,False,False,True,False,True
0,21.0,False,False,True,True,False
0,28.0,False,False,True,False,True
0,20.0,False,False,True,True,False
0,34.0,False,True,False,False,True
0,51.0,False,False,True,False,True
1,3.0,False,True,False,False,True
0,21.0,False,False,True,False,True
1,33.0,True,False,False,True,False
1,44.0,False,False,True,False,True
1,34.0,False,True,False,True,False
1,18.0,False,True,False,True,False
0,30.0,False,True,False,False,True
0,10.0,False,False,True,True,False
0,21.0,False,False,True,False,True
0,29.0,False,False,True,False,True
0,28.0,False,False,True,True,False
0,18.0,False,False,True,False,True
1,28.0,False,True,False,True,False
1,19.0,False,True,False,True,False
1,32.0,False,False,True,False,True
1,28.0,True,False,False,False,True
1,42.0,False,True,False,True,False
0,17.0,False,False,True,False,True
0,50.0,True,False,False,False,True
1,14.0,True,False,False,True,False
0,21.0,False,False,True,True,False
1,24.0,False,True,False,True,False
0,64.0,True,False,False,False,True
0,31.0,False,True,False,False,True
1,45.0,False,True,False,True,False
0,20.0,False,False,True,False,True
0,25.0,False,False,True,False,True
1,28.0,False,True,False,True,False
1,4.0,True,False,False,False,True
1,13.0,False,True,False,True,False
1,34.0,True,False,False,False,True
1,5.0,False,False,True,True,False
1,52.0,True,False,False,False,True
0,36.0,False,True,False,False,True
0,30.0,True,False,False,False,True
1,49.0,True,False,False,False,True
1,29.0,False,False,True,False,True
0,65.0,True,False,False,False,True
1,50.0,False,True,False,True,False
1,48.0,True,False,False,False,True
0,34.0,False,False,True,False,True
0,47.0,True,False,False,False,True
0,48.0,False,True,False,False,True
0,38.0,False,False,True,False,True
0,56.0,True,False,False,False,True
1,0.75,False,False,True,True,False
0,38.0,False,False,True,False,True
1,33.0,False,True,False,True,False
1,23.0,False,True,False,True,False
0,22.0,False,False,True,True,False
0,34.0,False,True,False,False,True
0,29.0,False,False,True,False,True
0,22.0,False,False,True,False,True
1,2.0,False,False,True,True,False
0,9.0,False,False,True,False,True
0,50.0,False,False,True,False,True
1,63.0,False,False,True,True,False
1,25.0,True,False,False,False,True
1,35.0,True,False,False,True,False
0,58.0,True,False,False,False,True
0,30.0,False,False,True,False,True
1,9.0,False,False,True,False,True
0,21.0,False,False,True,False,True
0,55.0,True,False,False,False,True
0,71.0,True,False,False,False,True
0,21.0,False,False,True,False,True
1,54.0,True,False,False,True,False
0,25.0,True,False,False,True,False
0,24.0,False,False,True,False,True
0,17.0,False,False,True,False,True
0,21.0,False,False,True,True,False
0,37.0,False,False,True,True,False
1,16.0,True,False,False,True,False
0,18.0,True,False,False,False,True
1,33.0,False,True,False,True,False
0,28.0,False,False,True,False,True
1,26.0,False,False,True,False,True
1,29.0,False,False,True,False,True
1,36.0,True,False,False,False,True
1,54.0,True,False,False,True,False
0,24.0,False,False,True,False,True
0,47.0,True,False,False,False,True
1,34.0,False,True,False,True,False
1,36.0,False,True,False,True,False
0,32.0,False,False,True,False,True
1,30.0,True,False,False,True,False
0,22.0,False,False,True,False,True
1,44.0,True,False,False,True,False
0,40.5,False,False,True,False,True
1,50.0,False,True,False,True,False
0,39.0,False,False,True,False,True
0,23.0,False,True,False,False,True
1,2.0,False,True,False,True,False
0,17.0,False,False,True,False,True
0,30.0,False,False,True,True,False
1,7.0,False,True,False,True,False
0,45.0,True,False,False,False,True
1,30.0,True,False,False,True,False
1,22.0,True,False,False,True,False
1,36.0,True,False,False,True,False
0,9.0,False,False,True,True,False
0,11.0,False,False,True,True,False
1,32.0,False,True,False,False,True
0,50.0,True,False,False,False,True
0,64.0,True,False,False,False,True
1,19.0,False,True,False,True,False
0,33.0,False,False,True,False,True
1,8.0,False,True,False,False,True
1,17.0,True,False,False,False,True
0,27.0,False,True,False,False,True
1,22.0,False,False,True,False,True
1,22.0,False,False,True,True,False
0,62.0,True,False,False,False,True
1,48.0,True,False,False,True,False
1,39.0,True,False,False,True,False
1,36.0,False,False,True,True,False
0,40.0,False,False,True,False,True
0,28.0,False,True,False,False,True
0,24.0,False,False,True,False,True
0,19.0,False,False,True,False,True
0,29.0,False,False,True,True,False
1,32.0,False,False,True,False,True
1,62.0,False,True,False,False,True
1,53.0,True,False,False,True,False
1,36.0,True,False,False,False,True
0,16.0,False,False,True,False,True
0,19.0,False,False,True,False,True
1,34.0,False,True,False,True,False
1,39.0,True,False,False,True,False
1,32.0,False,False,True,False,True
1,25.0,False,True,False,True,False
1,39.0,True,False,False,True,False
0,54.0,False,True,False,False,True
0,36.0,True,False,False,False,True
1,18.0,True,False,False,True,False
0,47.0,False,True,False,False,True
1,60.0,True,False,False,False,True
0,22.0,False,False,True,False,True
0,35.0,False,False,True,False,True
1,52.0,True,False,False,True,False
0,47.0,False,False,True,False,True
0,37.0,False,True,False,False,True
0,36.0,False,False,True,False,True
0,49.0,False,False,True,False,True
1,49.0,True,False,False,False,True
1,24.0,False,True,False,True,False
0,44.0,False,False,True,False,True
1,35.0,True,False,False,False,True
0,36.0,False,False,True,False,True
0,30.0,False,False,True,False,True
1,27.0,True,False,False,False,True
1,22.0,False,True,False,True,False
1,40.0,True,False,False,True,False
0,39.0,False,False,True,True,False
0,35.0,False,False,True,False,True
1,24.0,False,True,False,True,False
0,34.0,False,False,True,False,True
0,26.0,False,False,True,True,False
1,4.0,False,True,False,True,False
0,26.0,False,True,False,False,True
0,27.0,False,False,True,False,True
1,42.0,True,False,False,False,True
1,20.0,False,False,True,False,True
0,21.0,False,False,True,False,True
0,21.0,False,False,True,False,True
0,61.0,True,False,False,False,True
0,57.0,False,True,False,False,True
1,21.0,True,False,False,True,False
0,26.0,False,False,True,False,True
1,80.0,True,False,False,False,True
0,51.0,False,False,True,False,True
1,32.0,True,False,False,False,True
0,9.0,False,False,True,True,False
1,28.0,False,True,False,True,False
0,32.0,False,False,True,False,True
0,31.0,False,True,False,False,True
0,41.0,False,False,True,True,False
0,20.0,False,False,True,False,True
1,24.0,True,False,False,True,False
0,2.0,False,False,True,True,False
1,0.75,False,False,True,True,False
1,48.0,True,False,False,False,True
0,19.0,False,False,True,False,True
1,56.0,True,False,False,False,True
1,23.0,False,False,True,True,False
1,18.0,False,True,False,True,False
0,21.0,False,False,True,False,True
0,18.0,False,False,True,True,False
0,24.0,False,True,False,False,True
0,32.0,False,False,True,True,False
0,23.0,False,True,False,False,True
0,58.0,True,False,False,False,True
1,50.0,True,False,False,False,True
0,40.0,False,False,True,False,True
0,47.0,True,False,False,False,True
0,36.0,False,False,True,False,True
1,20.0,False,False,True,False,True
0,32.0,False,True,False,False,True
0,25.0,False,True,False,False,True
0,43.0,False,False,True,False,True
1,40.0,False,True,False,True,False
0,31.0,True,False,False,False,True
0,70.0,False,True,False,False,True
1,31.0,False,True,False,False,True
0,18.0,False,False,True,False,True
0,24.5,False,False,True,False,True
1,18.0,False,False,True,True,False
0,43.0,False,False,True,True,False
1,36.0,True,False,False,False,True
1,27.0,True,False,False,False,True
0,20.0,False,False,True,False,True
0,14.0,False,False,True,False,True
0,60.0,False,True,False,False,True
0,25.0,False,True,False,False,True
0,14.0,False,False,True,False,True
0,19.0,False,False,True,False,True
0,18.0,False,False,True,False,True
1,15.0,True,False,False,True,False
1,31.0,True,False,False,False,True
1,4.0,False,False,True,True,False
0,25.0,False,False,True,False,True
0,60.0,True,False,False,False,True
0,52.0,False,True,False,False,True
0,44.0,False,False,True,False,True
0,49.0,True,False,False,False,True
0,42.0,False,False,True,False,True
1,18.0,True,False,False,True,False
1,35.0,True,False,False,False,True
0,18.0,False,False,True,True,False
0,25.0,False,False,True,False,True
0,26.0,False,False,True,False,True
0,39.0,False,True,False,False,True
1,45.0,False,True,False,True,False
1,42.0,True,False,False,False,True
1,22.0,True,False,False,True,False
1,24.0,True,False,False,True,False
1,48.0,True,False,False,False,True
0,29.0,False,False,True,False,True
0,52.0,False,True,False,False,True
0,19.0,False,False,True,False,True
1,38.0,True,False,False,True,False
1,27.0,False,True,False,True,False
0,33.0,False,False,True,False,True
1,6.0,False,True,False,True,False
0,17.0,False,False,True,False,True
0,34.0,False,True,False,False,True
0,50.0,False,True,False,False,True
1,27.0,True,False,False,False,True
0,20.0,False,False,True,False,True
1,30.0,False,True,False,True,False
0,25.0,False,True,False,False,True
0,25.0,False,False,True,True,False
1,29.0,True,False,False,True,False
0,11.0,False,False,True,False,True
0,23.0,False,True,False,False,True
0,23.0,False,True,False,False,True
0,28.5,False,False,True,False,True
0,48.0,False,False,True,True,False
1,35.0,True,False,False,False,True
0,36.0,True,False,False,False,True
1,21.0,True,False,False,True,False
0,24.0,False,False,True,False,True
1,31.0,False,False,True,False,True
0,70.0,True,False,False,False,True
0,16.0,False,False,True,False,True
1,30.0,False,True,False,True,False
0,19.0,True,False,False,False,True
0,31.0,False,False,True,False,True
1,4.0,False,True,False,True,False
1,6.0,False,False,True,False,True
0,33.0,False,False,True,False,True
0,23.0,False,False,True,False,True
1,48.0,False,True,False,True,False
1,0.67,False,True,False,False,True
0,28.0,False,False,True,False,True
0,18.0,False,True,False,False,True
0,34.0,False,False,True,False,True
1,33.0,True,False,False,True,False
0,41.0,False,False,True,False,True
1,20.0,False,False,True,False,True
1,36.0,True,False,False,True,False
0,16.0,False,False,True,False,True
1,51.0,True,False,False,True,False
0,30.5,False,False,True,True,False
0,32.0,False,False,True,False,True
0,24.0,False,False,True,False,True
0,48.0,False,False,True,False,True
0,57.0,False,True,False,True,False
1,54.0,False,True,False,True,False
0,18.0,False,False,True,False,True
1,5.0,False,False,True,True,False
1,43.0,True,False,False,True,False
1,13.0,False,False,True,True,False
1,17.0,True,False,False,True,False
0,29.0,True,False,False,False,True
0,25.0,False,False,True,False,True
0,25.0,False,False,True,False,True
1,18.0,False,False,True,True,False
0,8.0,False,False,True,False,True
1,1.0,False,False,True,False,True
0,46.0,True,False,False,False,True
0,16.0,False,True,False,False,True
0,25.0,False,False,True,False,True
0,39.0,False,True,False,False,True
1,49.0,True,False,False,True,False
1,31.0,False,False,True,True,False
0,30.0,False,False,True,False,True
0,30.0,False,False,True,True,False
0,34.0,False,True,False,False,True
1,31.0,False,True,False,True,False
1,11.0,True,False,False,False,True
1,0.42,False,False,True,False,True
1,27.0,False,False,True,False,True
0,31.0,False,False,True,False,True
0,39.0,True,False,False,False,True
0,18.0,False,False,True,True,False
0,39.0,False,True,False,False,True
1,33.0,True,False,False,True,False
0,26.0,False,False,True,False,True
0,39.0,False,False,True,False,True
0,35.0,False,True,False,False,True
0,6.0,False,False,True,True,False
0,30.5,False,False,True,False,True
0,23.0,False,False,True,True,False
0,31.0,False,True,False,False,True
0,43.0,False,False,True,False,True
0,10.0,False,False,True,False,True
1,52.0,True,False,False,True,False
1,27.0,False,False,True,False,True
0,38.0,True,False,False,False,True
1,27.0,False,False,True,True,False
0,2.0,False,False,True,False,True
1,1.0,False,True,False,False,True
1,62.0,True,False,False,True,False
1,15.0,False,False,True,True,False
1,0.83,False,True,False,False,True
0,23.0,False,False,True,False,True
0,18.0,False,False,True,False,True
1,39.0,True,False,False,True,False
0,21.0,False,False,True,False,True
1,32.0,False,False,True,False,True
0,20.0,False,False,True,False,True
0,16.0,False,True,False,False,True
1,30.0,True,False,False,True,False
0,34.5,False,False,True,False,True
0,17.0,False,False,True,False,True
0,42.0,False,False,True,False,True
0,35.0,False,False,True,False,True
0,28.0,False,True,False,False,True
0,4.0,False,False,True,False,True
0,74.0,False,False,True,False,True
0,9.0,False,False,True,True,False
1,16.0,True,False,False,True,False
0,44.0,False,True,False,True,False
1,18.0,False,False,True,True,False
1,45.0,True,False,False,True,False
1,51.0,True,False,False,False,True
1,24.0,False,False,True,True,False
0,41.0,False,False,True,False,True
0,21.0,False,True,False,False,True
1,48.0,True,False,False,True,False
0,24.0,False,True,False,False,True
1,42.0,False,True,False,True,False
1,27.0,False,True,False,True,False
0,31.0,True,False,False,False,True
1,4.0,False,False,True,False,True
0,26.0,False,False,True,False,True
1,47.0,True,False,False,True,False
0,33.0,True,False,False,False,True
0,47.0,False,False,True,False,True
1,28.0,False,True,False,True,False
1,15.0,False,False,True,True,False
0,20.0,False,False,True,False,True
0,19.0,False,False,True,False,True
1,56.0,True,False,False,True,False
1,25.0,False,True,False,True,False
0,33.0,False,False,True,False,True
0,22.0,False,False,True,True,False
0,28.0,False,True,False,False,True
0,25.0,False,False,True,False,True
0,39.0,False,False,True,True,False
0,27.0,False,True,False,False,True
1,19.0,True,False,False,True,False
1,26.0,True,False,False,False,True
0,32.0,False,False,True,False,True
